word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
sugar,1900,2,1396,160,4.5384,True,"friends in council you will find this recipe, ""a. r. c.,"". very good. one pot's° loaf sugar, half-pint °i water, four °lino° almonds, and a pinch of cream •of tartar' blanch the almonds, skin them, an"
sugar,1900,2,1396,161,4.5458,True,"[prizz.] blackberry turban. stew llbs. of blackberries with ilb. sugar and half a gill of water. when cooked enough pass through a strainer on a dish. stand to cool. now take a stale loaf of broad, cu"
sugar,1900,2,1396,162,4.5488,True,"...he secret. in baking sponge cakes le to have a bleakly oven, and not to open the door for the fir-t teenty minutes.—c. a. s. how to pickle moat—moist sugar, 21ba bay or common salt 4"
sugar,1900,2,1396,164,4.5489,True,"afousehot6 ectioes. riebon cake. six ounces of butter, 4oz. et cornflour, 4 eggs, eoz. of sugar, 6oz. of self-raising flour. cream butter and sugar together, then add the eggs. i,ex flour and cornflou"
sugar,1900,2,1396,165,4.549,True,"[pbize.] hot cross buns. two pounds of flour. 6.-)es. butter. by.. german yeast, 12ozs. currants. about half pt of milk. cue or. 3oz.s. sugar. to tiste. rub the butter into the flour, then add the spi"
sugar,1900,2,1396,167,4.5525,True,"replies. a cure for whooping cough.—take one penny- worth of salts of tartar, 41b. of sugar. pour nearly a pint of boiling water over sugar and tartar. when oold give a half of a wineglassful. taken w"
sugar,1900,2,1396,169,4.5549,True,"cookery. golden pudding.- -ob. each of brown bread crumbs, marmalade, and brown sugar. beat all to- gether with two eggs, put into a basin, cover with paper. and steam for .2 hours. • • • rock buns.--"
sugar,1900,2,1396,170,4.5591,True,"genoa cake. beat 6ozs. butter to a cream, then add 4 eggs well beaten, lb. castor sugar, ilb. sultanas, mixed peel, 12ozs. flour, the rind of a lemon, 1 fa 111 espoon fu 1 of milk, and a teaspoonful o"
sugar,1900,2,1396,172,4.56,True,"* * apple roses.--put into a stewpan 202. sugar, loz. of butter, with enough water to melt the sugar: add to this candied lemon- peel, and a small stick of cinnamon. set it over the fire and stir u..."
sugar,1900,2,1396,175,4.5692,True,"[pima.] jack frost's snowball. dissolve loz. of gelatine in 1 pints of new milk, add 4oz. of lump sugar and a teacupful of fine sago. let all boil together for twenty minutes, stirring every few minut"
sugar,1900,2,1396,177,4.5783,True,"plum bread. two pounds flour, i.lb. currants, alb. raisins, ilb. raw sugar, ilb. butter, 41b. candied peel, 3 eggs, 2 teaspoonfuls baking powder.. mix with a little milk. this will make two loaves of "
sugar,1900,2,1396,178,4.5824,True,".... six-oup pudding.- the following makes a nice ohriatinas pudding :-1 cu pof suet, 1 cup of bread-orunibs, 1 (alp of flour, 1 oup of raisin, 1 oup of sugar, 1 cup of curranta, t"
sugar,1900,2,1396,182,4.5891,True,"ippazz-i rhubarb and orange jail one quart of finely-cut rhubarb, tdz oranges, 14.1 b. loaf sugar peel the oranges, remove as much of the white pith as possible, divide them, and take out the pips, sl"
sugar,1900,2,1396,183,4.5895,True,"[prizz.i salad dressing. ingredients: 1 teaspoonful of mixed mustard, 1 teaspoonful of castor sugar, 2 tablespoonfuls salad oil. 4 tablespoonfuls of milk, 2 tablespoonfuls vinegar, pepper and salt to "
sugar,1900,2,1396,184,4.5899,True,"pitizz.""l currant fritters. three eggs, 3oz. flour, 4ozs. currants, 4 table. spoonfuls boiled rice, sugar to taste, a grate of nutmeg, pint of milk, a pinch of salt, frying fat. make the batter by mix"
sugar,1900,2,1396,186,4.5915,True,"[prize.] lemon marmalade. ingredients: 1 large lemon, 1 pints water, lib. lump sugar. cut up the lemon into very fine pieces, and put it in the water (re- moving the pips); let it stand until next day"
sugar,1900,2,1396,188,4.5932,True,"afousehot6 ectioes. riebon cake. six ounces of butter, 4oz. et cornflour, 4 eggs, eoz. of sugar, 6oz. of self-raising flour. cream butter and sugar together, then add the eggs. i,ex flour and cornflou"
sugar,1900,2,1396,193,4.6051,True,".... bread pudding.—take a quart of milk, in which soak crumbs of dry bread or biscuit ia they are soft and as thick as batter; add three eggs, a little sugar, and a little salerat"
sugar,1900,2,1396,195,4.6086,True,"replies. delicious ribbon cake.—quarter of a pnund of butter, ilb. sugar, three eggs, lb. flour, one tea- spoonful of cream of tartar (levol), 4 teaspoonful (level) of carbonate of soda, small teacupf"
sugar,1900,2,1396,196,4.6132,True,"chocolate wafers. one cupful each of the following:—brown sugar, white sugar, butter, grated chocolate. 1 egg, 1 tea- spoonful vanilla c.olloe. 11 cupful, flour. mix to- gether, roll out very thinly, "
sugar,1900,2,1396,198,4.6149,True,"apple cheesecakes. take one pound of apples, one lemon, one egg, and one dessert spoonful of sugar. put apples with the rind of lemon, grated into a saucepan to stew, adding a tablespoonful of water; "
sugar,1900,2,1396,200,4.6175,True,"black-currant lozenges. mix two ounces of sugar with half a pint of black-currant juice, which may be extracted from jam by passing it through a hair sieve. place in an enamelled saucepan, add a ta..."
sugar,1900,2,1396,204,4.6287,True,"...dish with good short crust paste; line also the edges of the dish, and brush over with egg. beat up 2 eggs, add half-a•pint of warm milk, 2oz. castor sugar, the grated "
sugar,1900,2,1396,210,4.6351,True,"te-piat-.- i. custard apple. pid. stew one nomad of spliced apples with sugar and a little lemon-peel, and a few cloves. when cold, plane ,n a pie-dish, and pour slowly over it a boiled custurd made o"
sugar,1900,2,1396,216,4.6466,True,"recipes browning for gravy ilb. brown sugar. place this in a i.ueepan; let it stand over the fire until dii-solyed. then add one pint of water gradually. and ft, until it boilc. after a few rni..."
sugar,1900,2,1396,224,4.6557,True,"i nice dishes. orange snow.—two oranges, half a lemon, sugar, half-pint water, ioz. gelatine, white of four eggs. peel the oranges and lemon very thinly, and put into a saucepan with the juice of the "
sugar,1900,2,1396,234,4.6814,True,"household hints. marrow jam. skin and take out all the seeds of a marrow, cut into one-inch /twee; allow one pound of sugar, and one ounce of whole ginger, out very small, to each pound of marrow. put"
sugar,1900,2,1396,237,4.689,True,"household recipes strawberry trifle melt zos. of butter in an enantelleil pan. stir in gradually 20'. stub of sour k fine sugar: let it boil three or four nil, was, add the beaten yolks of two cgg. a,"
sugar,1900,2,1396,239,4.695,True,"ginger snaps. put ilb. butter, 11b. treacle, and 11b. sugar into a pan to melt; just before it. begins to boil put 1 tea- spoonful of ground ginger in, and half a teaspoon- ful carbonate of soda: when"
sugar,1900,2,1396,241,4.698,True,"[prize.) baked or boiled carrot pudding. ----- half-lb. of bread crumbs, 4ozs. suet, *lb. stoned raisins, ilb. carrots, lib. currants, 30zs. sugar, 3 eggs, milk, quarter of a nutmeg. boil the carrots "
sugar,1900,2,1396,243,4.7003,True,"replies. almond icing.-11b. ground almonds, lib. icing sugar, 3 eggs, almond flavouring. add gradually, and knead into firm paste. sugar icing: lib. icing sugar, whites of 2 eggs, 1 dessertspoonful of"
sugar,1900,2,1396,244,4.7029,True,"[pftrzie.] prturr gingerbread. one and a half pounda of flour, ilb. butter or lard, ill). sugar, ib. treacle, 2 teaspoonfuls of ground ginger, 1 teaspoonful of carbonate of soda, 1 teaspoonful of baki"
sugar,1900,2,1396,247,4.7043,True,"• [prizz.] russian sandwich. beat two egges and 4oz. of castor sugar togethes for two minutes, then add 4oz. of flour mixed with half a teaspoonful of baking powder and 2os. of butter. (melted), but n"
sugar,1900,2,1396,248,4.7044,True,"--- * orange cake. (a nice cake in place of the christmas rios cake).--cream *lb. butter, add 41b. of caster sugar, 2 eggs well-beaten, juice of half an orange, and grated rind of a whole orange. sift"
sugar,1900,2,1396,250,4.7083,True,"[plum] sugar pancakes. take of butter, flour, castor sugar, 2ozs. each, half a pint ,)f milk. 2 eggs, and anl preferred flavouring. beat together the butter and s..."
sugar,1900,2,1396,255,4.7155,True,... a fruit loaf dark and rich-lookingi—mrs e. m. (south shields). to make mackintosh waterproof.—mix to- gether half an ounce each of powdered alum and sugar of lead
sugar,1900,2,1396,261,4.7267,True,"...seberry chutney, take three quarts of unripe gooseberries, two and a half pints of the best vinegar, a quarter of a pound of salt, one pound of brown sugar, half a pound of currants,"
sugar,1900,2,1396,263,4.7269,True,"household hints. blackberry jam. for blackberry jam, allow twelve ounces of sugar to each pouud of fruit, and a pound of apple. to four pounds of blackberries. 'eel, core, and quarter the apples, put "
sugar,1900,2,1396,270,4.737,True,"[plum] fig and rhubarb jam take 41bs. rhubarb, 1113. figs, 41bs. pure cane sugar, one pint of water for fir. and whole ginger to season if wished. wash rhubarb stalks, wipe dry with a clean towel, pee"
sugar,1900,2,1396,279,4.7536,True,"round the kitchen fire. pineapple pudding.—one tin of pineapple chunks (43(1.),"" 3oz. castor sugar, 2oz. butter, 2oz. floor, 2 eggs, 3 pint milk. cut the pineapple into very small pieces. and put into"
sugar,1900,2,1396,280,4.7562,True,"--- * orange cake. (a nice cake in place of the christmas rios cake).--cream *lb. butter, add 41b. of caster sugar, 2 eggs well-beaten, juice of half an orange, and grated rind of a whole orange. sift"
sugar,1900,2,1396,291,4.7799,True,"hiduishold hints. caramel pudding put into a small atewpan two onntea of boat sugar with a wisualna, or water let it dis- solve, then sot it on the kre to boil, and keep it boiling until it turns quit"
sugar,1900,2,1396,293,4.7811,True,"cream it filling cornets. a quarter of pint of thick cream, half a tea- spoonful of vanilla, 1 deesertepoonful of sugar, a ittle cohinsal or oar,( ..ecl fruit for decorating. whip the cream until stif"
sugar,1900,2,1396,295,4.7851,True,"pig mould. one pound of figs, eoz. sugar, loz. gelatine, 1 amnon, 1 pint water. cut the figs into small pieces, put into pan with the water, sugar, and juice, and cut rind of lemon; simmer u..."
sugar,1900,2,1396,299,4.7877,True,"• strawberry short cakes. take boz. of sifted flour, boz. of caster sugar, 805. of beet butter. rub well together, work into a dough with the yolk of fresh egg, put on board and roll out very thin, cu"
sugar,1900,2,1396,305,4.811,True,"swiss w..% fers. three ounces of floor, loss. of castor sugar, 2cxs. •-if butter, two eggs. work the butter with a spoon till it becomes erermy, stir in the sugar and beat well: edd the iggs alternate"
sugar,1900,2,1396,308,4.8228,True,"x x x rhubarb juice pudding .—take a pound of rhubarb, clean the stalks and cut them into pieces, put them into a saucepan with half a pound of sugar and enough water to cover the stalks, stew till so"
sugar,1900,2,1396,311,4.8266,True,"useful recti'es. byrne scotch and ethnic/1g torret—ta make butterscotch take one cup- of brown sugar, half cup water, one tablespoon of vinegar, piece of butter the sire of an egg. 1.(boil twenty minu"
sugar,1900,2,1396,324,4.8544,True,"rizine pudding bap& plain and economical: a nice pudding p,ir cieildren. ingredient. one tearurful rlzinp, 2 tahlesommfuls moist sugar lonart milk. oz butter, or two small tablespoon- fuls chopped sue"
sugar,1900,2,1396,330,4.8636,True,"genoa cake. the following is a recipe for a delicious genoa cake :--take three cupfuls of flour, two cupfuls each of castor sugar and of lard, drip. ping, or butter, one cupful of currants, ono cupful"
sugar,1900,2,1396,335,4.8676,True,"[prize.] almond simnel cake. ingredierits: ilb. butter, 4 eggs, fib. sugar, fib. currants, 10ozs. flour, can- died peel, 41b. raisins, 41b. 5.1m0nd:3, 1 tea- spoonful spice (allspice), 1 teaspoonful o"
sugar,1900,2,1396,337,4.8679,True,"...from the usual apple pud- ding is provided by the following recipe, choco- late being added to the apples:—stew half a, dozer' fair-sized apples with sugar"
sugar,1900,2,1396,340,4.8776,True,"ginger snaps. put ilb. butter, 11b. treacle, and 11b. sugar into a pan to melt; just before it. begins to boil put 1 tea- spoonful of ground ginger in, and half a teaspoon- ful carbonate of soda: when"
sugar,1900,2,1396,342,4.8801,True,"cornish currant care. lb. butter, 1 lb. flour, 8 oz. currants, .a pinch of salt; 2 eggs, lb. castor sugar, lb. lemon peel, 1 teaspoonful baking powder, a little nutneg, pint of milk. method—mix the fl"
sugar,1900,2,1396,346,4.8964,True,"cookery recip everton toffee.—put a pound of brown sugar in a butter pan together with three tablespoons- ful of water. let it boil until it becomes a smooth, thick syrup. add half a pound of butter, "
sugar,1900,2,1396,360,4.9186,True,"[prlzz.] swiss roll. three eggs, atioas. castor sugar, 3oz. of four, one teaspoonful of baking powder, eaapfeerry jam. put the eggs and castor sugar into a basin, and beat to a stiff froth. sift the f"
sugar,1900,2,1396,365,4.927,True,"recipes french buns.---11b. flour, 2os. yeast. ilb. butter, 2 eggs, lb. currants, 2os. sugar. rub the butter into the flour. pour a little warm water on the yeast, and when soft pour it into a hole in"
sugar,1900,2,1396,366,4.9276,True,"...aster cake may be new to some of my readers. it is very plain, but very nice. the ingredients required are one .2,kwaid of flour. quarter pound brown sugar, half pound batt"
sugar,1900,2,1396,367,4.9288,True,"sponge cake. take four eggs, their weight in sugar, the weight of two eggs in flour. beat the yolks of eggs and sugar to a cream, whip the whites to a stiff froth, and add alternately with flour to cr"
sugar,1900,2,1396,368,4.9362,True,"a delicious sweetmeat. turkish sweetmeat is an experiment in quite a different line. for this .are re- quired two pounds of sugar, two eggs, one lemon, quarter of a pound of finest wheat starch, two a"
sugar,1900,2,1396,371,4.9418,True,"...ream is a delicious beverage, as most of you know. it is made by boiling three pounds of loaf sugur, broken small, in three quarts of water. when the sugar is quite dissolved"
sugar,1900,2,1396,374,4.9475,True,"walnut candi.. put into a large saucepan, 1 pint of good golden syrup, 1 cupful of brown sugar, 1 tablespoonful oi butter, and 1 tablespoonful of vinegar. mix and stir well until the bail. boil slowly"
sugar,1900,2,1396,376,4.9538,True,"stockto' household recipes ping yong cake, beat 3 eggs and 5 ounces of sugar to al cream. add 6 ounces of pastry flour in which a tea spoonful of baking powder is mixed, also the grated rind of oup er"
sugar,1900,2,1396,378,4.9558,True,"...barb and figs.—four and a half pounds of rhubarb, 111bs. of figs. cat the rhubarb and figs into small pieces, and put into a brass pan; add q-lbs. of sugar, and bail till i"
sugar,1900,2,1396,379,4.96,True,"gooseberries. gooseberry fool is another simple dish. green gooseberries, to every. pint of pulp add a pint of milk and sugar to taste, cut the tops and tails of the gooseberries. ptiti. them into a j"
sugar,1900,2,1396,381,4.9646,True,"simple home-made liqueurs. carraway liqueur.—boil in half a pint of water half a pound of loaf sugar. while still hot, put into this one ounce of carraway seeds and one quart of brandy. cork the lique"
sugar,1900,2,1396,390,4.9958,True,"az \ii, 17 47 4\ northern weekly gazette. it with it prre-plater. (:arniai with lemon and sugar strew/c.d cirri-4- it. ""to mare curd fritters."" ""take a handful of curds. and a handful of flour, and th"
sugar,1900,2,1396,392,4.9995,True,"paradise scones. ...... take 1 breakfaet-cup of flour, 2 table- spoonfuls castor sugar, 1 teaspoonful cram if tartar, tee:spoonful carbonate of soda. mix all well, free from lumps, make hole in the ce"
sugar,1900,2,1396,394,5.0018,True,"christmas care. one pound flour, jib. castor sugar, }lb. ground rice, 11b. currants, 11b. sultanas, 11h. butter, fib. mixed peel, jib. crystalised cher- ries, 2ors. almonds, 4 eggs, 2 teaspoonful bak-"
sugar,1900,2,1396,395,5.0028,True,"replies. teacakes. two pounds of flour, 6oze. lard. 6ozs. sugar, 1.13. currents, little salt, 4ozk. lemon peel if liked, and 2ozs. yiast. rub the ye-2.st into flour, this method yields more than when "
sugar,1900,2,1396,403,5.0204,True,"wedding cake. -- .. the following recipe for a bride's c ike may be useful:---ingredients: 21;i. each of fresh butter, castor sugar, sultana, and currants; 211 b. of fine flour, lib. of raisins, atone"
sugar,1900,2,1396,404,5.0224,True,"tl, ••• home=made sweets. in making sweets by the process which requires no cooking, confectioner's sugar is the kind to use. this is soft and as finely powdered lis flour, and one pint of confectione"
sugar,1900,2,1396,409,5.0332,True,"gooseberries. gooseberry fool is another simple dish. green gooseberries, to every. pint of pulp add a pint of milk and sugar to taste, cut the tops and tails of the gooseberries. ptiti. them into a j"
sugar,1900,2,1396,426,5.0891,True,"simple home-made liqueurs. carraway liqueur.—boil in half a pint of water half a pound of loaf sugar. while still hot, put into this one ounce of carraway seeds and one quart of brandy. cork the lique"
sugar,1900,2,1396,431,5.1038,True,"...in, 8; cheimisfomi-€t., darlington. mint sauce. to ensure always having mint sauoe the mint / should be cut when young and bottled in vinegar, but no sugar should be put in, as in time sugat tur"
sugar,1900,2,1396,434,5.1058,True,"...are a cauule of recipes for cheese- cakes which may be new to some of you. almond cheesecakes are made with two ounces each of sweet almonds, ""castor sugar, and butter, half o"
sugar,1900,2,1396,436,5.1062,True,"[prize.] banana salad. six tablespoonfuls of sugar, four tablespoonfuls of water, one tablespoonful of lemon juice, half a te.aspoonful of cornflour, half a. teaspoonful of vanilla, grated rind of a l"
sugar,1900,2,1396,447,5.1299,True,"... in quite the same way as an ordinary fruit pudding. take a padding basin, spread thickly the insi:le of it with equal quantities of butter and brown sugar, w"
sugar,1900,2,1396,448,5.1347,True,"...ruit should prove a boon to the housewife. banana jelly served with custard is delightful. from four to six bananas, according to size, two ounces of sugar, and half an ounce"
sugar,1900,2,1396,450,5.136,True,"hiduishold hints. caramel pudding put into a small atewpan two onntea of boat sugar with a wisualna, or water let it dis- solve, then sot it on the kre to boil, and keep it boiling until it turns quit"
sugar,1900,2,1396,456,5.1497,True,-(0)--- cocoanut blocks are quite easy to manage. and the dessicated nut sold at 8i per pound answers very well for the purpose. put a pound of sugar and a teacuohd of wster in an enamelled saucepan. 
sugar,1900,2,1396,472,5.2205,True,"household hints. blackberry jam. for blackberry jam, allow twelve ounces of sugar to each pouud of fruit, and a pound of apple. to four pounds of blackberries. 'eel, core, and quarter the apples, put "
sugar,1900,2,1396,474,5.2221,True,"goosebf.rry fool, put into • stew jar 2llits of goomeherras, with 140,a5. of sugar, and miough cold water to keep the contents from burning. the (""intents of this jar should be cooked till quite tende"
sugar,1900,2,1396,483,5.2548,True,"...in, 8; cheimisfomi-€t., darlington. mint sauce. to ensure always having mint sauoe the mint / should be cut when young and bottled in vinegar, but no sugar should be put in, as in time sugat tur"
sugar,1900,2,1396,491,5.2772,True,"household hints. dried orange peel is an eicellent dying fire, and makes a pleasant odour. a two of sugar will also have a wonderfully b inp ngn ing effect on a dull fire. tes. if fat begins to form w"
sugar,1900,2,1396,495,5.2944,True,"...mer weatber described by a writer in work s follows: boil 2oz. of bruised (iii 0w.t0r..1) wi two gallons of water for half-an-hour, add lb.; of white sugar"
sugar,1900,2,1396,497,5.3038,True,"[pitlze.]4o cream corn ccopias. take lib. af frier white sifted sugar and row, flour. break two eggs into this. boat all terether well. now rub a little butter an a fiat baking. tin; then take a desse"
sugar,1900,2,1396,498,5.3122,True,"...in, 8; cheimisfomi-€t., darlington. mint sauce. to ensure always having mint sauoe the mint / should be cut when young and bottled in vinegar, but no sugar should be put in, as in time sugat tur"
sugar,1900,2,1396,502,5.3241,True,"good pickle for meat. moist sugar 2lbs., hay or common salt me., salt petre lb, fresh ground allspice 20z., water eight quarts. boil and skim clean, and when cold pour over your meat...."
sugar,1900,2,1396,506,5.3337,True,"...chen fire. oll,fashioned fanger beer—put the thitily-peiiicil rind of 4 len.n into a bowl with the strained juice, and add the following:-.2ozs. loaf sugar, loz. cream of tartar, 2oz. bru"
sugar,1900,2,1396,509,5.3412,True,"...dian pcdding.—peei, core. and cut op ii lb. of apples. -..nd stew diem with 2os. of but- ter. the grated rind and juice of • lemon. and klb. of brown sugar. when quite soft. rub them "
sugar,1900,2,1396,511,5.3755,True,"iprizr.i uses of glycerine. for burns glycerine and borax mixed freely with linseed oil is a never failing remedy in cases of illness when sugar is forbidden glycerine is an in- valuable substitute, a"
sugar,1900,2,1396,517,5.4006,True,"...ends in council. i do not know whether ""j. l.,"" this recipe will suit pt/ ashton-in- for apple wine. t_lhn makerfield. ingredients are forty pou'l of sugar and fiftee.n gallons of cider. you cln re"
sugar,1900,2,1396,519,5.4018,True,"northern weekly gazette. breakfast cup cake.—four oupfuls flour, 2oz. of sugar and 2oz. of currants, ilb. butter, 2oz. lemon peel, 3 eggs, 1 gill of new milk, 1 teaspoonful of carbonate of soda. 2. of"
sugar,1900,2,1396,523,5.4164,True,"...chen fire. oll,fashioned fanger beer—put the thitily-peiiicil rind of 4 len.n into a bowl with the strained juice, and add the following:-.2ozs. loaf sugar, loz. cream of tartar, 2oz. bru"
sugar,1900,2,1396,527,5.4365,True,"household hints. a lump of sugar put in the teapot will prevent tea staining any damask, however fine, over whleh it way be spilt. ---• when pickling, always use strongest vinegar, a..."
sugar,1900,2,1396,530,5.4409,True,"cookery recip everton toffee.—put a pound of brown sugar in a butter pan together with three tablespoons- ful of water. let it boil until it becomes a smooth, thick syrup. add half a pound of butter, "
sugar,1900,2,1396,533,5.4827,True,"rizine pudding bap& plain and economical: a nice pudding p,ir cieildren. ingredient. one tearurful rlzinp, 2 tahlesommfuls moist sugar lonart milk. oz butter, or two small tablespoon- fuls chopped sue"
sugar,1900,2,1396,537,5.4962,True,"rhubarb jams. allow a pound of sugar to each pound ef rhubarb, cut into pieces, a flat dessertspoonful of grated ginger and one of lemon rind, a quarter of an ounce of blanched and pound..."
sugar,1900,2,1396,538,5.4974,True,"[prtzz.] cowslip wine. to 2 gallons of water put 51be-of sugar, boil it half an hour, and take off the scum as it rises. then pour it into a tub to cool, with the rinds ot 2 lemons. when it is cold, a"
sugar,1900,2,1396,543,5.5098,True,"tl, ••• home=made sweets. in making sweets by the process which requires no cooking, confectioner's sugar is the kind to use. this is soft and as finely powdered lis flour, and one pint of confectione"
sugar,1900,2,1396,546,5.5246,True,hints for householders to brown pastry. if the oven is out of trim and will rot brown pastry properly. place a little sugar at the bottom ~1 tho oven. this will have the desired effect.— mrs e. m. p.-
sugar,1900,2,1396,549,5.5356,True,"household hints. boston obeam. this is an excellent cooling drink tor the simmer mouths. take two pound, el lump sugar and two quarts of water, and it int. span over the ire. allow twenty vitae fast b"
sugar,1900,2,1396,550,5.5433,True,"...itchen fire. cocoanut sandwiches. make tiro lan of sponge roll, according to the recipe which was given some weeks age- prepare a naixturo with ill,. sugar and one tablespoonful milk twille"
sugar,1900,2,1396,551,5.5444,True,"m ginger nuts. ten onanoes flour, four ounces butter or lard, four winces sugar, one tablespoonful ground gmger, half a teaspoonful of carbohate of soda, three table- spoonfuls of lyle's golden syrup."
sugar,1900,2,1396,552,5.5491,True,"...e writer has proved what a welcome change the following is alike to children and grown-ups:— half fill a deep pie-dish with any fruits in season, add sugar to taste, and a litt"
sugar,1900,2,1396,556,5.5805,True,"household hints. boston obeam. this is an excellent cooling drink tor the simmer mouths. take two pound, el lump sugar and two quarts of water, and it int. span over the ire. allow twenty vitae fast b"
sugar,1900,2,1396,557,5.5824,True,household hints. too much salt in the gravy may be remedied by putting a pinch of brown sugar in it. this does not hurt the gravy in the least. mainytobea relitmtloevoedxalbic acid acd it may not be g
sugar,1900,2,1396,558,5.5831,True,"glazing for tarts. mix sifted sugar ar.d water into thick paste like cream, and brush it over the crust. makes a nice glazing over ies or tarts. mrs clarke, 4, longwood-row, trimdou gra..."
sugar,1900,2,1396,562,5.594,True,"...astor otgar. ilb, rf isuoto flow% lln. teaspoonful ,alring powder, a few drops essence ti 'omen. whites of two eggs and yolk of ens. !teat butter and sugar to a t"
sugar,1900,2,1396,564,5.6294,True,"recipes cherry cakes.-305. ca.stor sugar, 3oz. butter, soz. flour, 2 eggs, doz. dried cherries, loz. angelica, loz. citron peel, teaspoonful baking-powder, a few drops of lemon flavouring. b..."
sugar,1900,2,1396,565,5.6307,True,"more home-made sweets, cocoanut ice—take 6 cocoanuts, chop it, and pass through a mincer three times. put the milk into an enamelled pan, and add sugar to it in the proportion of lube, to each lb. of "
sugar,1900,2,1396,566,5.6324,True,"... 7, ~.,)^1 for coughs or calds.—take zlbs. onions and lb hown suge.r. peel colons, end slice thein foto a bas:n. putt alternate layers of otbions and sugar till your baaja is full. let it eland"
sugar,1900,2,1396,567,5.6389,True,"replies. carrot pudding.--half a. pound of bremdcrurn.be, 4os. of suet, ilb. of raisins, ilb. of eeztots, 411). of currants, 3os. of sugar. 3 egg, milk, nutmeg. boil the carrots until tender enough to"
sugar,1900,2,1396,569,5.6501,True,"----c*)- peppermint cordial for christmas. put jib. of lump sugar into a large jug, with two pennyworth of 411111031106 of peppermint, and one pennyworth of cayenne essence.. pons on one quart of boil"
sugar,1900,2,1396,572,5.6589,True,"• [prizz.] russian sandwich. beat two egges and 4oz. of castor sugar togethes for two minutes, then add 4oz. of flour mixed with half a teaspoonful of baking powder and 2os. of butter. (melted), but n"
sugar,1900,2,1396,575,5.6703,True,"...ds of marrow, and put them to stew tn a preserving pan with a pint of water; when all are dissolved pass through a sieve, and add the earns weight of sugar and "
sugar,1900,2,1396,576,5.6713,True,"[priza] preserve grapes in bunches. take out the stones from the bunches with the pin, breaking thtm as little as possible; boil some clared sugar to nearly candying point; then put sufficient grapes "
sugar,1900,2,1396,584,5.6962,True,"...hern weekly gazette. grape jeliy.--take the juice of albs. of grapes and two lemon& strain them through • flannel bag; add pint urn)) made by bailing sugar and water till think, and one ounce of p"
sugar,1900,2,1396,588,5.7054,True,"-(*)-- the sugar is best boiled in a brass or copper pan, but an ordinary enamelled pan will du. a little cream of tartar (a very small half-saltspoonful to a pound o..."
sugar,1900,2,1396,590,5.7075,True,"sugar icing. a simple sugar icing is made by boiling to. gether for a few minutes a quarter of a pint of water with half a pound of icing cr r, using it wh..."
sugar,1900,2,1396,591,5.7158,True,"my 23, 19131. strawberry jelly.—for every pound of strawberries take three-quarters of a pound of sugar. mash the berries in the pre serving kettle, and mix the sugar thoroughly with them. boil half a"
sugar,1900,2,1396,593,5.7324,True,"household hints. vantija ice cream (answer to inquirer).—pound two sticks of vanilla, or sufficient to flavour, with four ounces of sugar pass through a sieve; put it into a stewpan, with half a pint "
sugar,1900,2,1396,594,5.7384,True,"useful puddings, etc. orange puddings.—take the weight of two eggs in sugar and in butter, two and a half ounces of flour, a teuspoonful of baking- powder, two egg 3, and two tablespoonfuls of inarmla"
sugar,1900,2,1396,595,5.7394,True,"household hints. boston obeam. this is an excellent cooling drink tor the simmer mouths. take two pound, el lump sugar and two quarts of water, and it int. span over the ire. allow twenty vitae fast b"
sugar,1900,2,1396,596,5.7422,True,"friends in council. for cocoanut fingers you ""an old reader,"" will require five ounces butter, two.ounces sugar, two, eggs, two ounces cocoa- nut, two ounces flour, and half a teaspoonful baking-powde"
sugar,1900,2,1396,597,5.7526,True,"round the kitchen fire, creamed -apples —4 apples, 20z. sugar, 6 tableapoonfuls of cream. little water. pa, and core tbn apples. and place them in a pan with the sugar and a little water. cook until i"
sugar,1900,2,1396,606,5.7894,True,household hints. when cooking. turnips add a little sugar re the water which they are boiled. a ntw 41zg swallowed immediately will general-1y carry a fish-bone down that cannot be removed from tho th
sugar,1900,2,1396,609,5.7941,True,"some of the dishes. caramel pudding.—meit 2oz. of loaf sugar with a little water in a stewpan, and (look till it acquires a light coffee colour. pour the caramel into a basin or mould, and rua it all "
sugar,1900,2,1396,616,5.8499,True,"cycle hints. u your inner tube loses air take a table- spoonful of sugar and one tablespoonful of water. boil together, and when cold pour into the tube, pump up, and spin it on the wheel; it will the"
sugar,1900,2,1396,617,5.8539,True,"quarters of loaf sugar, divide the plums, take out the stones, and put them on large dishes with roughly pounded sugar sprinkled over them in above proportion, and let them..."
sugar,1900,2,1396,619,5.8718,True,ustyittr; intuits. 14met buser• podding.--put breakfast- cupful of milk in a saucepan with a table- spoonful of sugar and let it boil. stir in breadcrumbs (any small scraps. can be used' until it is a
sugar,1900,2,1396,623,5.8868,True,"swiss w..% fers. three ounces of floor, loss. of castor sugar, 2cxs. •-if butter, two eggs. work the butter with a spoon till it becomes erermy, stir in the sugar and beat well: edd the iggs alternate"
sugar,1900,2,1396,624,5.8869,True,"northern weekly gazette. golden hint.—a lump of sugar put in the teapot wol prevent tea staining any damask. however fine, over which it may 1.1 pinzit.- miss m. j. yare, yark-terrace, kirkby stephen."
sugar,1900,2,1396,628,5.8972,True,"rizine pudding baked. plain and economical: a nice pudding f. )r children. ingredient- orse teaenrfn, rizine, 2 tablasenonfule moist sugar 1 grout milk, ioz butter, or two small tablesnoon- ms chopped"
